Date,Open,High,Low,Close,Adj Close,Volume
1987-12-31,0.304688,0.304688,0.298828,0.304688,0.000366,16332800
1988-01-04,0.304688,0.304688,0.298828,0.300781,0.000361,12204800
1988-01-05,0.300781,0.306641,0.283203,0.285156,0.000342,55865600
1988-01-06,0.285156,0.292969,0.285156,0.291016,0.000349,24083200
1988-01-07,0.291016,0.310547,0.291016,0.310547,0.000373,23795200
1988-01-08,0.310547,0.314453,0.285156,0.285156,0.000342,13772800
1988-01-11,0.285156,0.292969,0.279297,0.292969,0.000352,30572800
1988-01-12,0.292969,0.294922,0.285156,0.291016,0.000349,13472000
1988-01-13,0.291016,0.291016,0.285156,0.287109,0.000345,13843200
1988-01-14,0.287109,0.289063,0.287109,0.287109,0.000345,6700800
1988-01-15,0.294922,0.300781,0.294922,0.296875,0.000357,9952000
1988-01-18,0.296875,0.298828,0.291016,0.294922,0.000354,2860800
1988-01-19,0.294922,0.296875,0.291016,0.292969,0.000352,2912000
1988-01-20,0.292969,0.292969,0.277344,0.279297,0.000335,17920000
1988-01-21,0.279297,0.287109,0.279297,0.281250,0.000338,7961600
1988-01-22,0.281250,0.283203,0.273438,0.277344,0.000333,9574400
1988-01-25,0.277344,0.287109,0.277344,0.283203,0.000340,15385600
1988-01-26,0.283203,0.283203,0.275391,0.275391,0.000331,9305600
1988-01-27,0.277344,0.281250,0.277344,0.281250,0.000338,7014400
1988-01-28,0.281250,0.281250,0.275391,0.277344,0.000333,10156800
1988-01-29,0.277344,0.277344,0.269531,0.277344,0.000333,12998400
1988-02-01,0.277344,0.289063,0.277344,0.285156,0.000342,16838400
1988-02-02,0.285156,0.308594,0.283203,0.308594,0.000371,17075200
1988-02-03,0.308594,0.314453,0.308594,0.310547,0.000373,29753600
1988-02-04,0.310547,0.316406,0.310547,0.314453,0.000378,17529600
1988-02-05,0.314453,0.324219,0.312500,0.322266,0.000387,23891200
1988-02-08,0.322266,0.341797,0.316406,0.328125,0.000394,27443200
1988-02-09,0.328125,0.330078,0.316406,0.322266,0.000387,8288000
1988-02-10,0.322266,0.328125,0.318359,0.328125,0.000394,7910400
1988-02-11,0.328125,0.333984,0.322266,0.330078,0.000396,10515200
1988-02-12,0.330078,0.341797,0.330078,0.335938,0.000403,10099200
1988-02-16,0.335938,0.343750,0.333984,0.343750,0.000413,35244800
1988-02-17,0.343750,0.353516,0.343750,0.349609,0.000420,27596800
1988-02-18,0.349609,0.351563,0.343750,0.345703,0.000415,19558400
1988-02-19,0.345703,0.351563,0.343750,0.351563,0.000422,12761600
1988-02-22,0.351563,0.357422,0.349609,0.353516,0.000425,10784000
1988-02-23,0.353516,0.359375,0.349609,0.349609,0.000420,12288000
1988-02-24,0.349609,0.351563,0.345703,0.345703,0.000415,7616000
1988-02-25,0.345703,0.347656,0.322266,0.326172,0.000392,18803200
1988-02-26,0.326172,0.332031,0.322266,0.324219,0.000389,10259200
1988-02-29,0.324219,0.332031,0.322266,0.332031,0.000399,22809600
1988-03-01,0.332031,0.341797,0.330078,0.339844,0.000408,25644800
1988-03-02,0.339844,0.378906,0.337891,0.369141,0.000443,107276800
1988-03-03,0.369141,0.371094,0.367188,0.371094,0.000446,48192000
1988-03-04,0.371094,0.371094,0.357422,0.361328,0.000434,19532800
1988-03-07,0.361328,0.369141,0.359375,0.363281,0.000436,14208000
1988-03-08,0.363281,0.371094,0.359375,0.367188,0.000441,15456000
1988-03-09,0.367188,0.392578,0.367188,0.388672,0.000467,45248000
1988-03-10,0.388672,0.400391,0.382813,0.384766,0.000462,52697600
1988-03-11,0.384766,0.384766,0.367188,0.373047,0.000448,26790400
1988-03-14,0.373047,0.375000,0.363281,0.369141,0.000607,9894400
1988-03-15,0.369141,0.384766,0.367188,0.378906,0.000623,22931200
1988-03-16,0.378906,0.380859,0.373047,0.380859,0.000627,16704000
1988-03-17,0.380859,0.404297,0.380859,0.396484,0.000652,66067200
1988-03-18,0.398438,0.414063,0.398438,0.404297,0.000665,155475200
1988-03-21,0.404297,0.404297,0.388672,0.392578,0.000646,35526400
1988-03-22,0.392578,0.398438,0.388672,0.390625,0.000643,33619200
1988-03-23,0.390625,0.392578,0.386719,0.390625,0.000643,24428800
1988-03-24,0.390625,0.392578,0.382813,0.388672,0.000640,26489600
1988-03-25,0.388672,0.396484,0.386719,0.390625,0.000643,59910400
1988-03-28,0.390625,0.390625,0.382813,0.386719,0.000636,39660800
1988-03-29,0.386719,0.390625,0.371094,0.373047,0.000614,34732800
1988-03-30,0.373047,0.375000,0.341797,0.353516,0.000582,37017600
